id,title,summary,news_site,published_at,updated_at,source
34626,ESA Publishes Call for Crew Launch Abort System,"The European Space Agency has published a call for tenders to develop a launch abort system for a future crewed launch capability. The system would be used in the event of an emergency, either on the launch pad or during the initial stages of flight. Published on 28 November, the day after the conclusion of […]
The post ESA Publishes Call for Crew Launch Abort System appeared first on European Spaceflight.",European Spaceflight,2025-12-10T07:49:43Z,2025-12-10T07:50:10.679004Z,Spaceflight News API
34625,Human Exploration of Mars Gets a Science Strategy,"A new report from a National Academies committee today lays out a science strategy for human exploration of the surface of Mars. Sponsored by NASA, the committee was asked to […]",SpacePolicyOnline.com,2025-12-10T03:40:16Z,2025-12-10T03:50:13.690686Z,Spaceflight News API
34624,Live coverage: SpaceX to launch 160th Falcon 9 rocket of 2025,The Starlink 15-11 mission will add another 27 broadband internet satellites to the low Earth orbit megaconstellation. Liftoff from pad 4E at Vandenberg Space Force Base is scheduled for 3:40 a.m. PST (6:40 a.m. EST / 1140 UTC).,Spaceflight Now,2025-12-10T00:52:58Z,2025-12-11T14:01:45.469220Z,Spaceflight News API
34622,NASA Demonstrates Safer Skies for Future Urban Air Travel,"NASA is helping shape the future of urban air travel with a new simulation that will manage how electric air taxis and drones can successfully operate within busy areas.   The demonstration, held at NASA’s Ames Research Center in California’s Silicon Valley earlier this year, focused on a system called the Strategic Deconfliction Simulation, which helps […]",NASA,2025-12-09T21:58:39Z,2025-12-09T22:00:23.514885Z,Spaceflight News API
34623,What a Blast! NASA Langley Begins Plume-Surface Interaction Tests,"In March as Firefly Aerospace’s Blue Ghost Mission-1 landed on the Moon, researchers from NASA’s Langley Research Center in Hampton, Virginia, employed a novel camera system to capture first-of-its-kind data imagery of the interaction between the lander’s engine plumes and the lunar surface. That kind of data is critical, because as the United States returns […]",NASA,2025-12-09T21:54:14Z,2025-12-09T22:00:23.629328Z,Spaceflight News API
34621,Lunar Outpost’s MAPP Rovers: From Commercial Exploration to Artemis Integration,"Colorado-based Lunar Outpost scales commercial rover platforms for NASA’s crewed lunar missions. Founded in 2017…
The post Lunar Outpost’s MAPP Rovers: From Commercial Exploration to Artemis Integration appeared first on NASASpaceFlight.com.",NASASpaceflight,2025-12-09T21:48:27Z,2025-12-09T21:50:32.700643Z,Spaceflight News API
34620,Painting Galaxy Clusters by Numbers (and Physics),"Galaxy clusters are the most massive objects in the universe held together by gravity, containing up to several thousand individual galaxies and huge reservoirs of superheated, X-ray-emitting gas. The mass of this hot gas is typically about five times higher than the total mass of all the galaxies in galaxy clusters. In addition to these […]",NASA,2025-12-09T21:07:55Z,2025-12-11T14:01:35.964990Z,Spaceflight News API
34619,Chinese astronauts inspect debris-damaged Shenzhou-20 spacecraft during spacewalk,"Two Shenzhou-21 astronauts embarked on the mission’s first spacewalk late Monday, inspecting and photographing a damaged spacecraft window which triggered an earlier emergency launch.
The post Chinese astronauts inspect debris-damaged Shenzhou-20 spacecraft during spacewalk appeared first on SpaceNews.",SpaceNews,2025-12-09T19:07:28Z,2025-12-11T14:00:41.025659Z,Spaceflight News API
34618,Sprites Over Château de Beynac,"A flash of lightning, and then—something else. High above a storm, a crimson figure blinks in and out of existence. If you see it, you are a lucky witness of a sprite, one of the least-understood electrical phenomena in Earth’s upper atmosphere. Sprites occur at some 50 miles (80 kilometers) altitude, high above thunderstorms. They […]",NASA,2025-12-09T18:24:11Z,2025-12-09T18:30:52.825605Z,Spaceflight News API
34617,Canada picks Telesat and MDA to study Arctic military communications constellation,"
Canada has contracted satellite operator Telesat and manufacturer MDA Space to explore options for a multibillion-dollar military communications network to support the Canadian Armed Forces in the Arctic.
The post Canada picks Telesat and MDA to study Arctic military communications constellation appeared first on SpaceNews.",SpaceNews,2025-12-09T18:13:48Z,2025-12-09T18:20:49.808476Z,Spaceflight News API
34616,New NASA Sensor Goes Hunting for Critical Minerals,"Called AVIRIS-5, it’s the latest in a long line of sensors pioneered by NASA JPL to survey Earth, the Moon, and other worlds. Cradled in the nose of a high-altitude research airplane, a new NASA sensor has taken to the skies to help geoscientists map rocks hosting lithium and other critical minerals on Earth’s surface […]",NASA,2025-12-09T17:08:15Z,2025-12-09T17:10:14.008810Z,Spaceflight News API
34615,SCHOTT launches high-performance cover glass for next-generation space solar cells,"
– SCHOTT® Solar Glass exos provides enhanced radiation resistance and optical performance for simple silicon cells up to III-V multijunction satellite solar cells.– Jointly developed with Heilbronn-based AZUR SPACE Solar […]
The post SCHOTT launches high-performance cover glass for next-generation space solar cells appeared first on SpaceNews.",SpaceNews,2025-12-09T16:21:17Z,2025-12-09T16:31:02.510594Z,Spaceflight News API
34613,"In a major new report, scientists build rationale for sending astronauts to Mars","""Everyone is inspired by this because it's becoming real.""",Arstechnica,2025-12-09T16:00:25Z,2025-12-09T16:10:06.351708Z,Spaceflight News API
34614,Webb identifies earliest supernova to date,"The NASA/ESA/CSA James Webb Space Telescope has confirmed the source of a super-bright flash of light known as a gamma-ray burst, generated by an exploding massive star when the Universe was only 730 million years old. For the first time for such a remote event, the telescope provided a detection of the supernova’s host galaxy. Webb’s quick-turnaround observations verified data taken by telescopes around the world that had been following the gamma-ray burst since it onset, which occurred in mid-March.",ESA,2025-12-09T16:00:00Z,2025-12-11T13:58:06.089150Z,Spaceflight News API
34611,How Louisiana Native Turned Childhood Wonder into NASA Stennis Career,"Michelle Hoehn vividly remembers the day a seed was planted for her future at NASA’s Stennis Space Center near Bay St. Louis, Mississippi. As a seventh grader, the Bogalusa, Louisiana, native joined her dad for Father/Daughter Day at NASA Stennis. Hoehn knew she wanted to be part of something bigger, something that sparked wonder and […]",NASA,2025-12-09T15:00:00Z,2025-12-09T15:10:14.455833Z,Spaceflight News API
34612,TrustPoint sets 2027 target for initial rollout of LEO-based navigation services,"
Startup leans on C-band architecture to separate from L-band competitors
The post TrustPoint sets 2027 target for initial rollout of LEO-based navigation services appeared first on SpaceNews.",SpaceNews,2025-12-09T15:00:00Z,2025-12-09T15:10:29.964087Z,Spaceflight News API
34610,Live coverage: SpaceX to launch classified payload for the National Reconnaissance Office,"The mission, dubbed NROL-77, is likely to be the final time SpaceX uses Landing Zone 2 to recover a first stage Falcon booster. Liftoff from pad 40 at Cape Canaveral Space Force Station is scheduled for 2:16 p.m. EST (1916 UTC).",Spaceflight Now,2025-12-09T14:35:37Z,2025-12-11T13:57:46.328080Z,Spaceflight News API
34608,LeoLabs lands interagency contract to feed TraCSS and track adversarial spacecraft,"
LeoLabs has won an interagency contract to provide space-surveillance data for the U.S. government, supporting adversarial spacecraft monitoring and the TraCSS orbital traffic coordination platform due to enter full service early next year.
The post LeoLabs lands interagency contract to feed TraCSS and track adversarial spacecraft appeared first on SpaceNews.",SpaceNews,2025-12-09T14:01:00Z,2025-12-09T14:02:51.468592Z,Spaceflight News API
34609,America must stop treating China’s lunar plans as a footrace,"
It has become conventional wisdom that China’s rise is driven by a coordinated strategy across three fronts here on Earth: dominating critical industries, controlling critical resources and occupying strategically important locations. This is explicit in the Chinese Communist Party’s own planning documents, speeches and industrial policies. We now face the same strategy pointed upward. Beijing […]
The post America must stop treating China’s lunar plans as a footrace appeared first on SpaceNews.",SpaceNews,2025-12-09T14:00:00Z,2025-12-09T14:02:51.996693Z,Spaceflight News API
34607,Soyuz safely lands in Kazakhstan,"A NASA astronaut and two cosmonaut crewmates strapped into their Soyuz ferry ship Monday evening, undocked from the International Space Station and plunged to an on-target landing on the frigid steppe of Kazakhstan early Tuesday to wrap up an eight-month mission.",Spaceflight Now,2025-12-09T13:41:46Z,2025-12-11T13:57:38.428010Z,Spaceflight News API
34606,Finland’s ICEYE Closes €150 Million Series E Funding Round,"Finnish Earth observation data provider and Synthetic Aperture Radar (SAR) satellite manufacturer ICEYE has closed a new funding round, securing €150 million. Founded in 2014, ICEYE operates the world’s largest SAR satellite constellation, providing near-real-time insights day or night and in all weather conditions. It manufactures its satellites in-house, delivering spacecraft for its own Earth […]
The post Finland’s ICEYE Closes €150 Million Series E Funding Round appeared first on European Spaceflight.",European Spaceflight,2025-12-09T12:59:40Z,2025-12-09T13:00:40.547686Z,Spaceflight News API
34605,Muon Space to develop sensor payload for missile defense satellites,"
The company is adapting commercial thermal-sensing tech for military applications
The post Muon Space to develop sensor payload for missile defense satellites appeared first on SpaceNews.",SpaceNews,2025-12-09T12:11:59Z,2025-12-09T12:20:19.974428Z,Spaceflight News API
